area_code,area_name,level,area_path,source_url,data_cutoff
131081,霸州市,3,河北省/廊坊市/霸州市,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131082,三河市,3,河北省/廊坊市/三河市,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131100,衡水市,2,河北省/衡水市,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131102,桃城区,3,河北省/衡水市/桃城区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131103,冀州区,3,河北省/衡水市/冀州区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131121,枣强县,3,河北省/衡水市/枣强县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131122,武邑县,3,河北省/衡水市/武邑县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131123,武强县,3,河北省/衡水市/武强县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131124,饶阳县,3,河北省/衡水市/饶阳县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131125,安平县,3,河北省/衡水市/安平县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131126,故城县,3,河北省/衡水市/故城县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131127,景县,3,河北省/衡水市/景县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131128,阜城县,3,河北省/衡水市/阜城县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
131182,深州市,3,河北省/衡水市/深州市,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140000,山西省,1,山西省,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140100,太原市,2,山西省/太原市,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140105,小店区,3,山西省/太原市/小店区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140106,迎泽区,3,山西省/太原市/迎泽区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140107,杏花岭区,3,山西省/太原市/杏花岭区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140108,尖草坪区,3,山西省/太原市/尖草坪区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140109,万柏林区,3,山西省/太原市/万柏林区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140110,晋源区,3,山西省/太原市/晋源区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140121,清徐县,3,山西省/太原市/清徐县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140122,阳曲县,3,山西省/太原市/阳曲县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140123,娄烦县,3,山西省/太原市/娄烦县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140181,古交市,3,山西省/太原市/古交市,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140200,大同市,2,山西省/大同市,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140212,新荣区,3,山西省/大同市/新荣区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140213,平城区,3,山西省/大同市/平城区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140214,云冈区,3,山西省/大同市/云冈区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140215,云州区,3,山西省/大同市/云州区,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140221,阳高县,3,山西省/大同市/阳高县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140222,天镇县,3,山西省/大同市/天镇县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140223,广灵县,3,山西省/大同市/广灵县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
140224,灵丘县,3,山西省/大同市/灵丘县,https://dmfw.mca.gov.cn/XzqhVersionPublish.html,2025-12-31
